id,namekey,soldierid
5459DF93,33/205/3,454269
44A1E293,33/104/3,
944BF093,33/110/3,
44BBDE93,33/117/3,513193
44B9D793,33/D2/3,
0408E893,33/114/3,
C412EA93,33/115/2,227355
C4B9E593,33/218/3,
2422E593,33/207/2,
84F9E693,33/201/3,
04C4E093,33/214/1,12
947DCC93,33/1/E1/3,
14EDD393,33/101/1,469229
747BD393,33/102/2,453341
B4F7DA93,33/219/1,408151
F4BEEA93,33/103/2,485253
54FCF393,33/107/2,447007
64AFDE93,33/214/3,
54DCDD93,33/109/1,211628
A4ACF493,33/120/2,450861
240CE493,33/110/2,
74A2CB93,33/210/1,12
2451D793,33/210/2,
9433CC93,33/211/1,12
947CE693,33/101/2,433414
C426E393,33/120/3,
6401E693,33/104/2,211793
54FAD393,33/106/2,462802
C417DA93,33/2/E1/1,
D4A8CC93,33/1/E2/3,
34DADF93,33/118/1,
C471D493,33/202/2,439997
A4A8D293,33/201/1,381059
D4ADE393,33/116/2,501332
C4F8F393,33/202/1,328732
3410CE93,33/217/1,212919
A46F3794,33/209/2,
74D9DA93,33/117/2,496167
A499CD93,33/2/E2/2,
2470E493,33/113/3,
B4CC4694,33/115/3,496740
A4D3CA93,33/D2/1,
D4244194,33/214/2,
64AADE93,33/107/3,
94D3E293,33/215/3,
F4B8EA93,33/104/1,161441
54E13794,33/203/2,437331
B473DC93,33/120/1,473393
5473F493,33/213/1,12
A4E3DB93,33/116/1,194935
1449F193,33/206/3,
A4FAE493,34/108/1,465679
64FDE593,34/118/2,501161
64AEE193,34/216/1,160435
0452E293,34/215/1,407510
B4F6DA93,34/2/E2/1,
645DE593,34/118/3,501406
F461DB93,34/103/3,485435
54DA3F94,34/111/2,465273
C40ECD93,34/D2/2,
F47EF393,34/210/3,
24E1E593,34/114/1,447084
D468E793,34/117/2,462959
A44BDB93,34/D1/3,
241BF293,34/117/1,500730
A4CFF193,34/216/2,421626
942ED793,34/204/1,485261
C44BE493,34/209/2,468473
C42AE393,34/110/2,490451
7447E593,34/1/E2/1,
E4A4CC93,34/214/3,
240BF093,34/202/3,
B4E5E993,34/120/3,13
2428E393,34/103/2,496320
B4CBF193,34/107/2,477815
8457E693,34/212/1,482696
645FE593,34/207/1,481491
246CE493,34/120/2,502077
A46CD393,34/1/E1/3,
B4D7F193,34/213/3,421903
14C0E493,34/208/3,
E4DBE193,34/215/2,205026
64FAF393,34/D1/2,
C4AAF493,34/119/2,506762
D466E793,34/119/3,509045
A4A8E093,34/219/2,469484
A46BDD93,34/112/2,482192
A458E093,34/215/3,
3428E693,34/116/3,496832
C404EC93,34/114/2,477465
F428E193,34/108/3,477089
040EE893,34/D2/1,
9402E493,34/112/1,499488
7439E893,34/214/1,446999
C406CB93,34/220/3,
64EDD793,34/106/3,501174
D4ABE193,34/109/3,503472
94CDE293,34/110/1,197679
4433CC93,34/206/1,446996
B41CF193,34/102/1,497115
5413CC93,34/218/1,472603
6427E293,34/213/2,415288
84B8D093,34/218/3,
54E2D893,34/211/1,487143
9424D593,34/1/E2/3,
448CE593,34/205/2,425921
C496F293,34/213/1,179054
145FE393,34/202/2,318002
44B5E293,34/104/1,469111
343AD593,34/113/2,508839
B4A2E693,34/101/2,486517
C4A6E093,34/210/1,437430
542DD793,34/102/2,495752
544EF293,34/103/1,491925
5435E293,34/201/1,399187
F424CC93,34/1/E1/1,
6459D693,34/114/3,478686
04B1D793,34/211/2,497598
A425F493,34/111/3,496945
A4FCE193,34/220/1,455033
E40FCB93,34/107/3,477584
E4DDE193,34/219/3,
94FED593,34/202/1,456401
24723494,34/208/1,468749
F499E493,34/105/2,518363
B4D9DA93,34/207/2,482595
04ADE193,34/217/3,
C49CE693,34/118/1,501115
D40AE093,34/113/3,501135
D492F293,34/204/3,
C401DC93,34/206/2,490455
7424CF93,34/115/3,432654
9424D093,34/105/1,519819
7477DD93,34/D2/3,
54DCDF93,34/205/3,
E446D393,34/109/2,503410
A4AAD693,34/2/E1/1,
9410DF93,34/1/E2/2,
D47BD393,34/217/1,12
B494CD93,34/115/1,436447
5471DD93,34/1/E1/2,
14C4E493,34/106/2,485486
54ACE393,34/209/3,
B43BE993,34/207/3,
1423D293,34/117/3,496560
D4CCF293,34/201/3,
C4ABE893,34/105/3,13
7474E493,34/104/3,496511
B4B2E393,34/203/1,476174
C4BEE793,34/104/2,496187
144DF193,34/209/1,465359
7476E493,34/212/2,497202
E481E293,34/214/2,351580
9430EB93,34/208/2,487325
54A2F093,34/108/2,459586
C4CDDD93,34/218/2,443393
145BE393,34/101/3,494521
A4F7CC93,34/2/E1/2,
54B0DE93,34/101/1,497549
4400E393,34/216/3,
C4F3DD93,34/212/3,473233
0484CC93,34/112/3,13
9438F393,34/109/1,501532
C42EE393,34/120/1,501146
B485CE93,34/211/3,
1473CD93,34/115/2,473700
5475F493,34/111/1,496561
04FCCD93,34/D1/1,
8443F493,34/106/1,492238
9477EC93,34/204/2,476140
24DADF93,34/116/2,473399
8427F493,34/110/3,13
A425E293,34/2/E1/3,
54E0DF93,34/210/2,439367
847DEC93,34/113/1,464254
C49EE693,34/119/1,509836
D41AD993,34/2/E2/2,
B4ABEC93,34/217/2,12
E4A8F493,34/220/2,451389
9402E293,34/201/2,13
04C6E093,34/206/3,
C4ABE193,34/203/2,485262
8496CC93,34/219/1,436503
A4DFDA93,34/2/E2/3,
6491D193,34/203/3,
9427D093,34/205/1,478497
E45DCD93,34/102/3,492999
24474094,34/116/1,496484
648BCE93,34/107/1,477038
544D4194,35/211/2,217686
94E54594,35/1/E2/3,
54F5DC93,35/120/2,492805
B43CD093,35/119/3,500589
54CEDE93,35/219/1,485233
E4A8E393,35/207/3,
D4FCD893,35/108/1,439675
949EF093,35/108/3,455193
F457DB93,35/1/E1/2,
B401CB93,35/208/3,
74A0CB93,35/103/3,507278
B4D3DC93,35/103/2,501913
A4EAD793,35/104/3,513348
C496CD93,35/115/2,490971
34DBF093,35/105/2,508410
D431CC93,35/201/1,361359
C46DDC93,35/218/2,492009
74DAE993,35/D2/3,
64CFD793,35/210/1,464555
C4FFDC93,35/220/1,215371
044AE793,35/203/3,
C416EA93,35/116/3,487759
4476EC93,35/214/2,469660
7447D393,35/208/2,443274
9441EE93,35/209/2,466321
74A8E893,35/206/1,159347
44C53694,35/207/2,478498
846DDB93,35/104/1,455646
9443EE93,35/107/3,496575
B402E893,35/204/2,454098
F4DDDB93,35/112/2,497673
84B0DE93,35/112/3,492854
A4E43D94,35/217/2,473146
1468EB93,35/205/2,486075
1417F193,35/211/1,157928
3418D793,35/117/3,490977
F4B1CB93,35/111/1,474132
8425E393,35/117/1,507428
34ECD393,35/205/1,485211
649FCE93,35/214/1,459206
2459CB93,35/2/E1/3,
04D3D893,35/204/1,447427
04C2CA93,35/110/3,506906
34BDCB93,35/202/2,404301
D4CAF293,35/107/2,487097
E45BDE93,35/D2/2,
3419F193,35/106/3,483759
948D3694,35/220/3,
34C0CB93,35/205/3,
9462CB93,35/216/2,446127
A43CD793,35/107/1,487221
8403D693,35/2/E2/1,
34D4CB93,35/109/1,478464
4493D493,35/2/E1/2,
D4CEF293,35/206/2,444757
8452E193,35/111/3,480306
8400F393,35/210/2,461712
14B2D593,35/2/E1/1,
24E9E793,35/113/1,514535
C452D193,35/110/2,485960
C421D993,35/213/3,492840
D40FD093,35/219/2,440128
546A3694,35/101/2,492696
B4CBDA93,35/203/1,393276
34B4E193,35/118/1,505433
046CCD93,35/108/2,473484
C4CFCA93,35/2/E2/3,
B46BF493,35/214/3,433297
041CE293,35/215/3,456510
241FCF93,35/1/E1/1,
74AAE893,35/118/2,494372
84B0D993,35/218/3,
F4D7E193,35/105/1,436586
9403DC93,35/215/2,427571
24C3EF93,35/105/3,513613
144E3594,35/116/2,501883
A4EADB93,35/201/3,
946B4694,35/220/2,223764
4446F393,35/201/2,476290
54DAD093,35/D1/2,
F491D993,35/1/E1/3,
7455DA93,35/209/3,464406
84DDDF93,35/113/3,514524
F48FCD93,35/217/1,486089
4409D793,35/2/E2/2,
34BCD293,35/111/2,480316
44F7F393,35/101/1,513114
D40CCD93,35/113/2,513057
6478CD93,35/115/3,473460
04BCD593,35/102/1,486781
14B7D293,35/114/2,509128
C486DB93,35/D1/3,
B4B8E393,35/116/1,451645
84F7E693,35/114/3,
C460D193,35/208/1,454374
64E0F393,35/102/3,494353
5414CF93,35/112/1,514317
7481D493,35/202/3,
6447F493,35/118/3,509167
C4D4D793,35/106/1,460045
B424CF93,35/212/3,450753
94EC3B94,35/109/3,492956
3496D693,35/118/4,
B42BD093,35/204/3,
34F8D593,35/101/3,454104
0418CE93,35/103/1,512932
8496F193,35/202/1,425459
E44EF493,35/209/1,451075
B4F5CC93,35/213/1,486934
14E4DB93,35/215/1,500885
54C4CA93,35/115/1,493291
14B6E593,35/120/3,477132
9418E793,35/217/3,
5451F093,35/117/2,444239
04C73F94,35/218/1,472482
3412CD93,35/203/2,439356
C4103994,35/114/1,450360
24B0CB93,35/1/E2/1,
B41ECB93,35/D1/1,
340FD593,35/212/2,464693
6421CF93,35/109/2,497138
249FCF93,35/207/1,402116
C4D0F293,35/119/2,437359
74D8E993,35/120/1,465165
348CCC93,35/210/3,506165
1438CC93,35/1/E2/2,
34D6E493,35/104/2,487306
B4464094,35/212/1,506155
34B6EC93,35/216/1,464236
D4CC3B94,35/206/3,
944DDB93,35/216/3,
940B4894,35/110/1,477658
A4FDDD93,35/102/2,477883
1428CC93,35/211/3,202347
548ACC93,35/D2/1,
C4F8D193,35/106/2,496109
44E7E393,35/119/1,473159
9420CB93,35/219/3,
54F9CA93,35/213/2,497545
B498F293,36/118/1,224912
E473D893,36/2/E1/2,
544BF093,36/103/3,
244AD793,36/104/2,14
7494D493,36/218/3,
94CFE293,36/109/3,
C4ADE893,36/106/2,
14B8E593,36/119/2,225567
E495E793,36/210/1,
6408F393,36/1/E1/1,
3424E693,36/117/2,485275
949EF393,36/218/2,352386
F4BAEA93,36/105/1,423765
74C6D093,36/201/1,193022
64D2EB93,36/216/2,181283
549FE293,36/105/2,476162
E42CE193,36/104/3,
6459E093,36/201/3,450380
B469E093,36/207/1,386748
8445F493,36/1/E2/3,
1450DA93,36/1/E1/2,
7431E293,36/113/3,
0454E293,36/201/2,216556
0440E793,36/102/2,487087
4402E393,36/205/3,370124
9451E193,36/215/2,331022
9425E393,36/113/2,472684
649FE293,36/103/2,456859
E48DCD93,36/209/1,223980
7471E193,36/212/3,
C452E393,36/112/1,528030
D443E493,36/115/1,497971
24DDE393,36/213/3,
04A3E093,36/120/3,
4404E193,36/102/3,
942CEB93,36/212/1,495383
B4DFE993,36/118/3,472826
24F14894,36/208/2,309971
547A4394,36/2/E2/2,
C40ACB93,36/215/1,340169
7496CF93,36/216/1,223880
F4BCEA93,36/109/2,486020
D439DE93,36/116/2,444638
44AFE293,36/214/1,304783
341CE093,36/219/2,464029
743FE893,36/217/2,402388
541AE093,36/203/1,219455
C493DF93,36/218/1,456567
747FD893,36/210/2,
544FF093,36/202/1,202322
7447F493,36/206/2,459216
141DF293,36/207/2,431628
24B4E193,36/109/1,497634
0442E793,36/101/2,
A44FE193,36/209/3,
C491D493,36/213/1,511218
34C1CA93,36/214/3,495475
942EEB93,36/219/1,155205
442AE293,36/116/3,304622
E49BE793,36/220/1,384615
4404E393,36/204/2,217166
0444E793,36/209/2,515295
043EE793,36/116/1,455581
240EE493,36/114/3,462968
64B8D093,36/111/2,417390
C402D293,36/213/2,504290
F4B5F493,36/118/2,486831
949ACD93,36/102/1,
D445E493,36/120/2,342550
E499E793,36/119/1,472922
C414EA93,36/2/E1/1,
A453E193,36/205/1,460742
342BCC93,36/2/E1/3,
44FEE293,36/119/3,490483
A4FEE193,36/112/3,
D4DEDF93,36/108/2,474940
847BEC93,36/117/1,465234
140CDF93,36/2/E2/1,
040ED793,36/1/E1/3,
C47FE393,36/107/1,497779
142FCC93,36/211/2,13
D47FDC93,36/220/3,480549
B467E093,36/219/3,500586
8404CF93,36/216/3,
5400CB93,36/D2/2,
F485E593,36/205/2,317256
7416E593,36/106/1,458238
A49FD693,36/114/1,514383
745FEB93,36/202/3,300979
9428D293,36/D1/1,
3483CD93,36/207/3,
44B3E293,36/104/1,467551
D4D0DD93,36/1/E2/2,
A4CDF193,36/220/2,
946F3B94,36/212/2,197436
640AF393,36/217/1,332759
641CE593,36/110/1,
9420E793,36/D2/3,
541CD093,36/211/1,186751
F4C3E093,36/2/E2/3,
E428E193,36/120/1,224340
9489CD93,36/215/3,355782
1421F293,36/114/2,513820
941CE793,36/208/1,
B44DE193,36/206/3,162449
34933794,36/113/1,463932
B4E1E993,36/110/3,465360
F40FCD93,36/210/3,
F4C5E093,36/202/2,301804
C47DE393,36/115/3,
147DF393,36/107/2,486743
14E3E593,36/112/2,528031
54A3E293,36/117/3,
6433E293,36/115/2,431485
8426D093,36/217/3,
F42AE193,36/204/3,395126
F495E493,36/108/1,444558
6473F493,36/203/2,463802
C4B5E193,36/208/3,
746FD493,36/1/E2/1,
7449E593,36/203/3,444463
846CE993,36/111/3,15
248CEA93,36/108/3,
F423E293,36/103/1,504729
34D3CB93,36/D1/2,
F4D23D94,36/D2/1,
B458E093,36/214/2,149951
743BE893,36/101/3,
94C3E693,36/211/3,
C447E493,36/111/1,189774
94C5E693,36/106/3,497187
747AE493,36/110/2,216540
A469E093,36/D1/3,
94A8E093,36/101/1,197317
7489E393,36/107/3,496380
94A0F393,36/206/1,212716
5449F493,36/204/1,299763
9489F493,36/105/3,
